Unix Time,Arduino Force Value,Actual Force,Thermocouple Value One,Thermocouple Value Two
1651092656.50353,635,0.39337874803217704, 78.75," 45.00
"
1651092656.51563,638,0.3952372303063448, 78.75," 45.00
"
1651092656.526616,638,0.3952372303063448, 78.75," 45.00
"
1651092656.53552,639,0.39585672439773406, 78.75," 45.25
"
1651092656.5475452,638,0.3952372303063448, 78.75," 45.25
"
1651092656.559645,637,0.39461773621495555, 78.75," 45.25
"
1651092656.571646,640,0.3964762184891233, 78.75," 45.25
"
1651092656.583472,641,0.39709571258051257, 78.75," 45.25
"
1651092656.594652,639,0.39585672439773406, 78.75," 45.50
"
1651092656.6067321,639,0.39585672439773406, 78.75," 45.50
"
1651092656.616787,642,0.3977152066719018, 78.50," 45.50
"
1651092656.6278698,641,0.39709571258051257, 78.50," 45.50
"
1651092656.63669,639,0.39585672439773406, 78.50," 45.50
"
1651092656.647837,639,0.39585672439773406, 78.50," 45.50
"
1651092656.660929,638,0.3952372303063448, 78.50," 45.50
"
1651092656.674135,643,0.3983347007632911, 78.50," 45.75
"
1651092656.6982908,651,0.4032906534944051, 78.25," 45.50
"
1651092656.7109592,665,0.4119635707738547, 78.25," 45.75
"
1651092656.7218418,655,0.40576862985996215, 78.25," 45.50
"
1651092656.733417,658,0.4076271121341299, 78.25," 45.75
"
1651092656.7434828,657,0.40700761804274066, 78.25," 45.50
"
1651092656.753653,656,0.4063881239513514, 78.25," 45.75
"
1651092656.765391,660,0.4088661003169084, 78.00," 45.75
"
1651092656.777738,651,0.4032906534944051, 78.00," 45.75
"
1651092656.789678,653,0.40452964167718364, 78.00," 45.75
"
1651092656.8005152,650,0.40267115940301584, 78.00," 45.75
"
1651092656.811471,654,0.40514913576857287, 77.75," 45.75
"
1651092656.823603,656,0.4063881239513514, 77.75," 46.00
"
1651092656.832531,653,0.40452964167718364, 77.75," 45.75
"
1651092656.8416572,654,0.40514913576857287, 77.75," 46.00
"
1651092656.8534882,650,0.40267115940301584, 77.50," 46.00
"
1651092656.865325,649,0.4020516653116266, 77.50," 46.00
"
1651092656.87555,652,0.40391014758579435, 77.50," 46.00
"
1651092656.88759,655,0.40576862985996215, 77.50," 46.00
"
1651092656.898417,658,0.4076271121341299, 77.50," 46.00
"
1651092656.909919,657,0.40700761804274066, 77.25," 46.00
"
1651092656.922079,655,0.40576862985996215, 77.25," 46.00
"
1651092656.934576,657,0.40700761804274066, 77.25," 46.00
"
1651092656.945514,660,0.4088661003169084, 77.25," 46.00
"
1651092656.9555671,657,0.40700761804274066, 77.25," 46.25
"
1651092656.966767,654,0.40514913576857287, 77.00," 46.25
"
1651092656.9785202,658,0.4076271121341299, 77.00," 46.25
"
1651092656.990473,660,0.4088661003169084, 77.00," 46.25
"
1651092657.001746,657,0.40700761804274066, 76.75," 46.25
"
1651092657.012693,660,0.4088661003169084, 76.75," 46.25
"
1651092657.0233998,662,0.4101050884996869, 77.00," 46.25
"
1651092657.0359511,662,0.4101050884996869, 76.75," 46.25
"
1651092657.045363,661,0.4094855944082977, 76.75," 46.25
"
1651092657.0557141,662,0.4101050884996869, 76.50," 46.50
"
1651092657.066457,658,0.4076271121341299, 76.50," 46.25
"
1651092657.078742,657,0.40700761804274066, 76.50," 46.50
"
1651092657.090514,658,0.4076271121341299, 76.50," 46.50
"
1651092657.103147,660,0.4088661003169084, 76.25," 46.50
"
1651092657.116103,655,0.40576862985996215, 76.25," 46.50
"
1651092657.128745,655,0.40576862985996215, 76.25," 46.50
"
1651092657.140821,658,0.4076271121341299, 76.25," 46.50
"
1651092657.1525571,657,0.40700761804274066, 76.25," 46.50
"
1651092657.163351,655,0.40576862985996215, 76.00," 46.50
"
1651092657.175385,657,0.40700761804274066, 76.00," 46.50
"
1651092657.187499,656,0.4063881239513514, 76.00," 46.75
"
1651092657.1983628,657,0.40700761804274066, 75.75," 46.50
"
1651092657.2103539,658,0.4076271121341299, 75.75," 46.50
"
1651092657.222772,655,0.40576862985996215, 75.75," 46.75
"
1651092657.2343192,659,0.40824660622551917, 75.75," 46.75
"
1651092657.245537,659,0.40824660622551917, 75.75," 46.75
"
1651092657.256385,660,0.4088661003169084, 75.50," 46.75
"
1651092657.268415,661,0.4094855944082977, 75.50," 46.75
"
1651092657.2794812,659,0.40824660622551917, 75.50," 46.75
"
1651092657.292214,658,0.4076271121341299, 75.50," 46.75
"
1651092657.303458,655,0.40576862985996215, 75.25," 46.75
"
1651092657.315604,656,0.4063881239513514, 75.25," 46.75
"
1651092657.327698,658,0.4076271121341299, 75.25," 46.75
"
1651092657.33905,656,0.4063881239513514, 75.25," 46.75
"
1651092657.3517172,655,0.40576862985996215, 75.00," 46.75
"
1651092657.3640609,655,0.40576862985996215, 75.00," 46.75
"
1651092657.386536,655,0.40576862985996215, 75.00," 46.75
"
1651092657.398766,659,0.40824660622551917, 75.00," 46.75
"
1651092657.4117508,658,0.4076271121341299, 74.75," 46.75
"
1651092657.423906,660,0.4088661003169084, 74.75," 46.75
"
1651092657.435643,659,0.40824660622551917, 74.75," 46.75
"
1651092657.4474628,659,0.40824660622551917, 74.75," 46.75
"
1651092657.45951,658,0.4076271121341299, 74.50," 46.75
"
1651092657.47255,656,0.4063881239513514, 74.50," 47.00
"
1651092657.484555,655,0.40576862985996215, 74.50," 47.00
"
1651092657.4967349,655,0.40576862985996215, 74.50," 47.00
"
1651092657.507392,655,0.40576862985996215, 74.25," 47.00
"
1651092657.51935,654,0.40514913576857287, 74.25," 47.00
"
1651092657.531499,655,0.40576862985996215, 74.25," 47.00
"
1651092657.543908,658,0.4076271121341299, 74.25," 47.00
"
1651092657.554368,657,0.40700761804274066, 74.00," 47.00
"
1651092657.564356,655,0.40576862985996215, 74.00," 47.00
"
1651092657.5763001,658,0.4076271121341299, 74.00," 47.00
"
1651092657.588449,657,0.40700761804274066, 74.00," 47.00
"
1651092657.598667,657,0.40700761804274066, 73.75," 47.00
"
1651092657.609638,656,0.4063881239513514, 73.75," 47.00
"
1651092657.6216052,657,0.40700761804274066, 73.75," 47.00
"
1651092657.631556,655,0.40576862985996215, 73.75," 47.25
"
1651092657.643486,656,0.4063881239513514, 73.50," 47.00
"
1651092657.6555579,656,0.4063881239513514, 73.50," 47.00
"
1651092657.667522,656,0.4063881239513514, 73.50," 47.25
"
1651092657.680702,655,0.40576862985996215, 73.50," 47.25
"
1651092657.691518,659,0.40824660622551917, 73.25," 47.25
"
1651092657.703636,658,0.4076271121341299, 73.25," 47.25
"
1651092657.715544,657,0.40700761804274066, 73.25," 47.25
"
1651092657.72655,661,0.4094855944082977, 73.25," 47.00
"
1651092657.748578,659,0.40824660622551917, 73.25," 47.25
"
1651092657.770057,656,0.4063881239513514, 73.00," 47.25
"
1651092657.792129,656,0.4063881239513514, 73.00," 47.25
"
1651092657.81235,653,0.40452964167718364, 73.00," 47.25
"
1651092657.8295732,653,0.40452964167718364, 72.75," 47.25
"
1651092657.840445,654,0.40514913576857287, 72.75," 47.25
"
1651092657.85237,651,0.4032906534944051, 72.75," 47.25
"
1651092657.862436,650,0.40267115940301584, 72.75," 47.25
"
1651092657.87243,651,0.4032906534944051, 72.50," 47.25
"
1651092657.885194,654,0.40514913576857287, 72.50," 47.25
"
1651092657.897012,654,0.40514913576857287, 72.50," 47.25
"
1651092657.913138,656,0.4063881239513514, 72.50," 47.25
"
1651092657.926202,656,0.4063881239513514, 72.25," 47.25
"
1651092657.936606,659,0.40824660622551917, 72.25," 47.25
"
1651092657.947603,656,0.4063881239513514, 72.25," 47.25
"
1651092657.9599779,655,0.40576862985996215, 72.25," 47.25
"
1651092657.972509,653,0.40452964167718364, 72.25," 47.50
"
1651092657.9834461,653,0.40452964167718364, 72.00," 47.25
"
1651092657.9955368,654,0.40514913576857287, 72.00," 47.50
"
1651092658.009686,654,0.40514913576857287, 72.00," 47.50
"
1651092658.022868,655,0.40576862985996215, 72.00," 47.25
"
1651092658.034627,657,0.40700761804274066, 71.75," 47.25
"
1651092658.046576,658,0.4076271121341299, 71.75," 47.50
"
1651092658.05763,660,0.4088661003169084, 71.75," 47.50
"
1651092658.0694258,653,0.40452964167718364, 71.75," 47.50
"
1651092658.081443,658,0.4076271121341299, 71.50," 47.50
"
1651092658.0947928,657,0.40700761804274066, 71.50," 47.50
"
1651092658.105566,655,0.40576862985996215, 71.50," 47.50
"
1651092658.117433,657,0.40700761804274066, 71.50," 47.50
"
1651092658.1293771,652,0.40391014758579435, 71.50," 47.50
"
1651092658.1416929,656,0.4063881239513514, 71.25," 47.50
"
1651092658.152441,653,0.40452964167718364, 71.25," 47.50
"
1651092658.1648798,649,0.4020516653116266, 71.25," 47.50
"
1651092658.176777,648,0.40143217122023733, 71.25," 47.50
"
1651092658.188431,650,0.40267115940301584, 71.00," 47.50
"
1651092658.200373,653,0.40452964167718364, 71.00," 47.50
"
1651092658.2127502,653,0.40452964167718364, 71.00," 47.50
"
1651092658.225264,654,0.40514913576857287, 71.00," 47.50
"
1651092658.237778,649,0.4020516653116266, 71.00," 47.50
"
1651092658.2493298,654,0.40514913576857287, 70.75," 47.50
"
1651092658.2612631,653,0.40452964167718364, 70.75," 47.50
"
1651092658.273265,650,0.40267115940301584, 70.75," 47.50
"
1651092658.285533,653,0.40452964167718364, 70.50," 47.50
"
1651092658.298922,646,0.4001931830374588, 70.50," 47.50
"
1651092658.311224,646,0.4001931830374588, 70.50," 47.50
"
1651092658.323473,647,0.4008126771288481, 70.50," 47.50
"
1651092658.335994,647,0.4008126771288481, 70.50," 47.50
"
1651092658.348734,647,0.4008126771288481, 70.50," 47.50
"
1651092658.361439,646,0.4001931830374588, 70.25," 47.50
"
1651092658.3732128,647,0.4008126771288481, 70.25," 47.50
"
