Unix Time,Arduino Force Value,Actual Force,Thermocouple Value One,Thermocouple Value Two
1651094815.056405,627,0.388422795301063, 40.50," 41.75
"
1651094817.2524538,631,0.39090077166662, 40.50," 41.50
"
1651094819.4543512,632,0.39152026575800924, 40.25," 41.25
"
1651094821.6534772,624,0.38656431302689526, 40.00," 41.25
"
1651094823.847548,626,0.38780330120967377, 40.00," 41.00
"
1651094826.038732,629,0.3896617834838415, 40.00," 40.75
"
1651094828.243296,630,0.39028127757523073, 40.00," 41.00
"
1651094830.437718,630,0.39028127757523073, 40.00," 41.00
"
1651094832.6280189,639,0.39585672439773406, 39.75," 41.00
"
1651094834.818038,637,0.39461773621495555, 39.75," 41.00
"
1651094837.010323,638,0.3952372303063448, 40.00," 41.00
"
1651094839.2067149,630,0.39028127757523073, 39.75," 41.00
"
1651094841.399761,627,0.388422795301063, 40.00," 41.00
"
1651094843.5957031,632,0.39152026575800924, 39.75," 41.00
"
1651094845.787482,632,0.39152026575800924, 39.75," 41.00
"
1651094847.9804559,631,0.39090077166662, 39.75," 40.75
"
1651094850.176071,632,0.39152026575800924, 39.75," 40.75
"
1651094852.382008,634,0.39275925394078776, 39.75," 40.75
"
1651094854.574393,637,0.39461773621495555, 39.75," 40.75
"
1651094856.772716,636,0.39399824212356627, 39.50," 40.50
"
1651094858.964142,634,0.39275925394078776, 39.50," 40.50
"
1651094861.156275,635,0.39337874803217704, 39.50," 40.50
"
1651094863.3494039,621,0.38470583075272746, 39.75," 40.75
"
1651094865.5453792,636,0.39399824212356627, 39.75," 40.75
"
1651094867.742334,634,0.39275925394078776, 39.50," 40.50
"
1651094869.932418,636,0.39399824212356627, 39.50," 40.50
"
1651094872.123776,633,0.39213975984939853, 39.50," 40.50
"
1651094874.3234959,629,0.3896617834838415, 39.50," 40.50
"
1651094876.51595,629,0.3896617834838415, 39.50," 40.50
"
1651094878.770864,625,0.3871838071182845, 39.75," Something wrong with thermocouple!
"
1651094881.0284312,625,0.3871838071182845, 39.75," Something wrong with thermocouple!
"
1651094883.283828,624,0.38656431302689526, 39.75," Something wrong with thermocouple!
"
1651094885.5401752,626,0.38780330120967377, 39.25," Something wrong with thermocouple!
"
1651094887.7978828,628,0.3890422893924522, 39.25," Something wrong with thermocouple!
"
1651094890.054187,627,0.388422795301063, 39.25," Something wrong with thermocouple!
"
1651094892.308459,626,0.38780330120967377, 39.25," Something wrong with thermocouple!
"
1651094894.560908,627,0.388422795301063, 39.25," Something wrong with thermocouple!
"
1651094896.8193438,628,0.3890422893924522, 39.00," Something wrong with thermocouple!
"
1651094899.073654,628,0.3890422893924522, 39.00," Something wrong with thermocouple!
"
1651094901.330838,628,0.3890422893924522, 39.00," Something wrong with thermocouple!
"
1651094903.5860639,625,0.3871838071182845, 39.00," Something wrong with thermocouple!
"
1651094905.838214,624,0.38656431302689526, 39.00," Something wrong with thermocouple!
"
1651094908.090382,623,0.385944818935506, 38.75," Something wrong with thermocouple!
"
1651094910.342272,624,0.38656431302689526, 38.75," Something wrong with thermocouple!
"
1651094912.600527,624,0.38656431302689526, 38.75," Something wrong with thermocouple!
"
1651094914.857286,624,0.38656431302689526, 38.75," Something wrong with thermocouple!
"
1651094917.110868,630,0.39028127757523073, 38.75," Something wrong with thermocouple!
"
1651094919.36692,627,0.388422795301063, 38.75," Something wrong with thermocouple!
"
1651094921.619658,630,0.39028127757523073, 38.75," Something wrong with thermocouple!
"
1651094923.870178,629,0.3896617834838415, 38.75," Something wrong with thermocouple!
"
1651094926.125888,630,0.39028127757523073, 38.75," Something wrong with thermocouple!
"
1651094928.3809988,631,0.39090077166662, 38.75," Something wrong with thermocouple!
"
1651094930.632591,632,0.39152026575800924, 39.00," Something wrong with thermocouple!
"
1651094932.887703,632,0.39152026575800924, 38.75," Something wrong with thermocouple!
"
1651094935.1460638,630,0.39028127757523073, 38.75," Something wrong with thermocouple!
"
1651094937.3983622,630,0.39028127757523073, 38.75," Something wrong with thermocouple!
"
1651094939.6511428,631,0.39090077166662, 38.75," Something wrong with thermocouple!
"
1651094941.903572,634,0.39275925394078776, 39.00," Something wrong with thermocouple!
"
1651094944.1571672,632,0.39152026575800924, 39.00," Something wrong with thermocouple!
"
1651094946.42014,629,0.3896617834838415, 38.75," Something wrong with thermocouple!
"
1651094948.67555,631,0.39090077166662, 39.00," Something wrong with thermocouple!
"
1651094950.9343538,645,0.3995736889460696, 39.00," Something wrong with thermocouple!
"
1651094953.1910112,627,0.388422795301063, 39.00," Something wrong with thermocouple!
"
1651094955.448971,626,0.38780330120967377, 38.50," Something wrong with thermocouple!
"
1651094957.703553,631,0.39090077166662, 39.25," Something wrong with thermocouple!
"
1651094959.963271,639,0.39585672439773406, 39.50," Something wrong with thermocouple!
"
1651094962.224034,639,0.39585672439773406, 39.50," Something wrong with thermocouple!
"
1651094964.484343,639,0.39585672439773406, 39.50," Something wrong with thermocouple!
"
1651094966.7407172,642,0.3977152066719018, 39.25," Something wrong with thermocouple!
"
1651094968.9964921,639,0.39585672439773406, 39.25," Something wrong with thermocouple!
"
1651094971.255467,642,0.3977152066719018, 39.25," Something wrong with thermocouple!
"
1651094973.514246,641,0.39709571258051257, 39.00," Something wrong with thermocouple!
"
1651094975.769212,634,0.39275925394078776, 39.25," Something wrong with thermocouple!
"
1651094978.028618,631,0.39090077166662, 39.25," Something wrong with thermocouple!
"
1651094980.286128,639,0.39585672439773406, 39.25," Something wrong with thermocouple!
"
1651094982.547499,633,0.39213975984939853, 39.50," Something wrong with thermocouple!
"
1651094984.742746,652,0.40391014758579435, 39.50," 40.50
"
1651094986.938272,649,0.4020516653116266, 39.25," 40.25
"
1651094989.133057,633,0.39213975984939853, 39.25," 40.00
"
1651094991.331192,628,0.3890422893924522, 39.25," 40.00
"
1651094993.529878,627,0.388422795301063, 39.25," 40.00
"
1651094995.732065,630,0.39028127757523073, 39.25," 42.00
"
1651094997.9288378,635,0.39337874803217704, 39.25," 40.25
"
1651095000.128455,631,0.39090077166662, 39.25," 40.00
"
1651095002.326298,627,0.388422795301063, 39.25," 40.50
"
1651095004.522099,627,0.388422795301063, 39.25," 40.00
"
1651095006.7151492,635,0.39337874803217704, 39.25," 40.00
"
1651095008.913037,646,0.4001931830374588, 39.25," 40.25
"
1651095011.104948,638,0.3952372303063448, 39.25," 40.00
"
1651095013.303384,646,0.4001931830374588, 39.25," 40.00
"
1651095015.5009642,648,0.40143217122023733, 39.25," 40.50
"
1651095017.697758,641,0.39709571258051257, 39.25," 40.25
"
1651095019.895726,649,0.4020516653116266, 39.25," 40.25
"
1651095022.090274,649,0.4020516653116266, 39.25," 40.25
"
1651095024.282698,645,0.3995736889460696, 39.00," 40.25
"
1651095026.4739661,656,0.4063881239513514, 39.25," 40.25
"
1651095028.666423,664,0.4113440766824654, 39.25," 40.25
"
1651095030.863532,646,0.4001931830374588, 39.25," 40.25
"
1651095033.0587,636,0.39399824212356627, 39.50," 40.25
"
1651095035.2545228,631,0.39090077166662, 39.50," 40.25
"
1651095037.4477172,633,0.39213975984939853, 39.50," 40.25
"
1651095039.6435058,645,0.3995736889460696, 39.25," 40.25
"
1651095041.8445408,649,0.4020516653116266, 39.25," 40.25
"
1651095044.038195,645,0.3995736889460696, 39.25," 40.00
"
1651095046.235171,664,0.4113440766824654, 39.25," 40.00
"
1651095048.4309702,637,0.39461773621495555, 39.00," 40.00
"
1651095050.628994,657,0.40700761804274066, 39.00," 40.00
"
1651095052.820553,655,0.40576862985996215, 39.00," 40.00
"
1651095055.01984,656,0.4063881239513514, 39.00," 40.00
"
1651095057.217726,633,0.39213975984939853, 39.00," 39.75
"
1651095059.409943,628,0.3890422893924522, 39.00," 39.75
"
1651095061.609664,641,0.39709571258051257, 38.75," 39.75
"
1651095063.804974,624,0.38656431302689526, 38.75," 39.75
"
1651095066.007659,626,0.38780330120967377, 38.75," 39.75
"
1651095068.202689,625,0.3871838071182845, 38.75," 39.75
"
1651095070.399893,647,0.4008126771288481, 38.75," 39.75
"
1651095072.597777,625,0.3871838071182845, 39.00," 39.75
"
1651095074.7954528,632,0.39152026575800924, 39.00," 39.75
"
1651095076.99505,638,0.3952372303063448, 38.75," 40.00
"
1651095079.196061,654,0.40514913576857287, 38.75," 40.00
"
